,time,ticks,elapse_time,memory_delta,memory_size,namespace,module,function,expression,file,line
184,#2022-01-23 02:34:16#,85872,00:00:00.0085872,0.0742188,7.21875,SMRUCC/R#,forloop,for_loop_[23],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
185,#2022-01-23 02:34:16#,952438,00:00:00.0952438,23.6406,30.8594,SMRUCC/R#,forloop,for_loop_[23],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
186,#2022-01-23 02:34:16#,63227,00:00:00.0063227,-29.7578,1.10156,SMRUCC/R#,forloop,for_loop_[23],Call ""gc""(),profiler.R,21
187,#2022-01-23 02:34:16#,84768,00:00:00.0084768,34.6562,35.7578,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
188,#2022-01-23 02:34:16#,1059,00:00:00.0001059,3.34766,39.1055,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
189,#2022-01-23 02:34:16#,1164,00:00:00.0001164,0.0742188,39.1797,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
190,#2022-01-23 02:34:16#,44534,00:00:00.0044534,0.0742188,39.1797,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
191,#2022-01-23 02:34:16#,56634,00:00:00.0056634,0.0742188,39.1797,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
192,#2022-01-23 02:34:16#,170330,00:00:00.0170330,0.0742188,39.1797,SMRUCC/R#,forloop,for_loop_[24],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
193,#2022-01-23 02:34:16#,1158997,00:00:00.1158997,-4.45703,34.7227,SMRUCC/R#,forloop,for_loop_[24],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
194,#2022-01-23 02:34:16#,58034,00:00:00.0058034,-33.6328,1.08984,SMRUCC/R#,forloop,for_loop_[24],Call ""gc""(),profiler.R,21
195,#2022-01-23 02:34:16#,2425,00:00:00.0002425,2.69922,3.78906,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
196,#2022-01-23 02:34:16#,496,00:00:00.0000496,3.35547,7.14453,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
197,#2022-01-23 02:34:16#,1123,00:00:00.0001123,0.0703125,7.21484,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
198,#2022-01-23 02:34:16#,42336,00:00:00.0042336,0.0703125,7.21484,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
199,#2022-01-23 02:34:16#,53878,00:00:00.0053878,0.0703125,7.21484,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
200,#2022-01-23 02:34:16#,83512,00:00:00.0083512,0.0703125,7.21484,SMRUCC/R#,forloop,for_loop_[25],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
201,#2022-01-23 02:34:16#,965706,00:00:00.0965706,28.2539,35.4688,SMRUCC/R#,forloop,for_loop_[25],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
202,#2022-01-23 02:34:16#,57353,00:00:00.0057353,-34.3711,1.09766,SMRUCC/R#,forloop,for_loop_[25],Call ""gc""(),profiler.R,21
203,#2022-01-23 02:34:16#,2515,00:00:00.0002515,2.69531,3.79297,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
204,#2022-01-23 02:34:16#,509,00:00:00.0000509,3.34375,7.13672,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
205,#2022-01-23 02:34:16#,1116,00:00:00.0001116,0.0703125,7.20703,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
206,#2022-01-23 02:34:16#,42607,00:00:00.0042607,0.0703125,7.20703,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
207,#2022-01-23 02:34:16#,54340,00:00:00.0054340,0.0703125,7.20703,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
208,#2022-01-23 02:34:16#,83572,00:00:00.0083572,0.0703125,7.20703,SMRUCC/R#,forloop,for_loop_[26],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
209,#2022-01-23 02:34:16#,956549,00:00:00.0956549,27.5117,34.7188,SMRUCC/R#,forloop,for_loop_[26],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
210,#2022-01-23 02:34:16#,64377,00:00:00.0064377,-33.6289,1.08984,SMRUCC/R#,forloop,for_loop_[26],Call ""gc""(),profiler.R,21
211,#2022-01-23 02:34:16#,2518,00:00:00.0002518,2.72656,3.81641,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
212,#2022-01-23 02:34:16#,487,00:00:00.0000487,3.33984,7.15625,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
213,#2022-01-23 02:34:16#,1883,00:00:00.0001883,0.0703125,7.22656,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
214,#2022-01-23 02:34:16#,51012,00:00:00.0051012,0.0703125,7.22656,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
215,#2022-01-23 02:34:16#,62496,00:00:00.0062496,0.0703125,7.22656,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
216,#2022-01-23 02:34:16#,92268,00:00:00.0092268,0.0703125,7.22656,SMRUCC/R#,forloop,for_loop_[27],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
217,#2022-01-23 02:34:16#,961506,00:00:00.0961506,27.0195,34.2461,SMRUCC/R#,forloop,for_loop_[27],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
218,#2022-01-23 02:34:16#,54681,00:00:00.0054681,-33.1523,1.09375,SMRUCC/R#,forloop,for_loop_[27],Call ""gc""(),profiler.R,21
219,#2022-01-23 02:34:16#,2474,00:00:00.0002474,2.72656,3.82031,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
220,#2022-01-23 02:34:16#,496,00:00:00.0000496,3.33984,7.16016,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
221,#2022-01-23 02:34:16#,1102,00:00:00.0001102,0.0703125,7.23047,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
222,#2022-01-23 02:34:16#,42907,00:00:00.0042907,0.0703125,7.23047,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
223,#2022-01-23 02:34:16#,54418,00:00:00.0054418,0.0703125,7.23047,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
224,#2022-01-23 02:34:16#,84206,00:00:00.0084206,0.0703125,7.23047,SMRUCC/R#,forloop,for_loop_[28],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
225,#2022-01-23 02:34:16#,957616,00:00:00.0957616,27.418,34.6484,SMRUCC/R#,forloop,for_loop_[28],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
226,#2022-01-23 02:34:17#,59689,00:00:00.0059689,-33.5586,1.08984,SMRUCC/R#,forloop,for_loop_[28],Call ""gc""(),profiler.R,21
227,#2022-01-23 02:34:17#,2440,00:00:00.0002440,2.72266,3.8125,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
228,#2022-01-23 02:34:17#,501,00:00:00.0000501,3.33984,7.15234,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
229,#2022-01-23 02:34:17#,1156,00:00:00.0001156,0.0703125,7.22266,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
230,#2022-01-23 02:34:17#,41974,00:00:00.0041974,0.0703125,7.22266,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
231,#2022-01-23 02:34:17#,53438,00:00:00.0053438,0.0703125,7.22266,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
232,#2022-01-23 02:34:17#,83682,00:00:00.0083682,0.0703125,7.22266,SMRUCC/R#,forloop,for_loop_[29],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
233,#2022-01-23 02:34:17#,974603,00:00:00.0974603,27.457,34.6797,SMRUCC/R#,forloop,for_loop_[29],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
234,#2022-01-23 02:34:17#,59479,00:00:00.0059479,-33.5859,1.09375,SMRUCC/R#,forloop,for_loop_[29],Call ""gc""(),profiler.R,21
235,#2022-01-23 02:34:17#,2496,00:00:00.0002496,2.71875,3.8125,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
236,#2022-01-23 02:34:17#,571,00:00:00.0000571,3.33594,7.14844,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
237,#2022-01-23 02:34:17#,1175,00:00:00.0001175,0.0703125,7.21875,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
238,#2022-01-23 02:34:17#,51008,00:00:00.0051008,0.0703125,7.21875,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
239,#2022-01-23 02:34:17#,62910,00:00:00.0062910,0.0703125,7.21875,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
240,#2022-01-23 02:34:17#,96416,00:00:00.0096416,0.0703125,7.21875,SMRUCC/R#,forloop,for_loop_[30],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
241,#2022-01-23 02:34:17#,975417,00:00:00.0975417,27.4609,34.6797,SMRUCC/R#,forloop,for_loop_[30],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
242,#2022-01-23 02:34:17#,54722,00:00:00.0054722,-33.5898,1.08984,SMRUCC/R#,forloop,for_loop_[30],Call ""gc""(),profiler.R,21
243,#2022-01-23 02:34:17#,2425,00:00:00.0002425,2.72266,3.8125,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
244,#2022-01-23 02:34:17#,509,00:00:00.0000509,3.33984,7.15234,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
245,#2022-01-23 02:34:17#,1144,00:00:00.0001144,0.0703125,7.22266,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
246,#2022-01-23 02:34:17#,43023,00:00:00.0043023,0.0703125,7.22266,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
247,#2022-01-23 02:34:17#,55030,00:00:00.0055030,0.0703125,7.22266,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
248,#2022-01-23 02:34:17#,86757,00:00:00.0086757,0.0703125,7.22266,SMRUCC/R#,forloop,for_loop_[31],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
249,#2022-01-23 02:34:17#,972644,00:00:00.0972644,27.1562,34.3789,SMRUCC/R#,forloop,for_loop_[31],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
250,#2022-01-23 02:34:17#,56858,00:00:00.0056858,-33.2891,1.08984,SMRUCC/R#,forloop,for_loop_[31],Call ""gc""(),profiler.R,21
251,#2022-01-23 02:34:17#,2477,00:00:00.0002477,2.72266,3.8125,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
252,#2022-01-23 02:34:17#,482,00:00:00.0000482,3.33594,7.14844,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
253,#2022-01-23 02:34:17#,1086,00:00:00.0001086,0.0703125,7.21875,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
254,#2022-01-23 02:34:17#,41945,00:00:00.0041945,0.0703125,7.21875,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
255,#2022-01-23 02:34:17#,53446,00:00:00.0053446,0.0703125,7.21875,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
256,#2022-01-23 02:34:17#,83868,00:00:00.0083868,0.0703125,7.21875,SMRUCC/R#,forloop,for_loop_[32],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
257,#2022-01-23 02:34:17#,969014,00:00:00.0969014,28.3906,35.6094,SMRUCC/R#,forloop,for_loop_[32],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
258,#2022-01-23 02:34:17#,70945,00:00:00.0070945,-33.8906,1.71875,SMRUCC/R#,forloop,for_loop_[32],Call ""gc""(),profiler.R,21
259,#2022-01-23 02:34:17#,3071,00:00:00.0003071,5.875,7.59375,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
260,#2022-01-23 02:34:17#,559,00:00:00.0000559,2.65625,10.25,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
261,#2022-01-23 02:34:17#,1113,00:00:00.0001113,0.339844,10.5898,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
262,#2022-01-23 02:34:17#,47014,00:00:00.0047014,0.339844,10.5898,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
263,#2022-01-23 02:34:17#,55800,00:00:00.0055800,0.339844,10.5898,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
264,#2022-01-23 02:34:17#,89344,00:00:00.0089344,0.339844,10.5898,SMRUCC/R#,forloop,for_loop_[33],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
265,#2022-01-23 02:34:17#,994371,00:00:00.0994371,31.0898,41.6797,SMRUCC/R#,forloop,for_loop_[33],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
266,#2022-01-23 02:34:17#,69929,00:00:00.0069929,-40.4883,1.19141,SMRUCC/R#,forloop,for_loop_[33],Call ""gc""(),profiler.R,21
267,#2022-01-23 02:34:17#,82876,00:00:00.0082876,35.0703,36.2617,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
268,#2022-01-23 02:34:17#,484,00:00:00.0000484,2.88672,39.1484,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
269,#2022-01-23 02:34:17#,1142,00:00:00.0001142,0.0625,39.2109,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
270,#2022-01-23 02:34:17#,44393,00:00:00.0044393,0.0625,39.2109,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
271,#2022-01-23 02:34:17#,55572,00:00:00.0055572,0.0625,39.2109,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
272,#2022-01-23 02:34:17#,168663,00:00:00.0168663,0.0625,39.2109,SMRUCC/R#,forloop,for_loop_[34],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
273,#2022-01-23 02:34:17#,1017513,00:00:00.1017513,-3.98047,35.2305,SMRUCC/R#,forloop,for_loop_[34],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
274,#2022-01-23 02:34:17#,55763,00:00:00.0055763,-34.1406,1.08984,SMRUCC/R#,forloop,for_loop_[34],Call ""gc""(),profiler.R,21
275,#2022-01-23 02:34:17#,2097,00:00:00.0002097,2.53906,3.62891,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
276,#2022-01-23 02:34:17#,422,00:00:00.0000422,2.92188,6.55078,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
277,#2022-01-23 02:34:17#,1111,00:00:00.0001111,0.0703125,6.62109,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
278,#2022-01-23 02:34:17#,42327,00:00:00.0042327,0.0703125,6.62109,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
279,#2022-01-23 02:34:17#,53963,00:00:00.0053963,0.0703125,6.62109,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
280,#2022-01-23 02:34:17#,82847,00:00:00.0082847,0.0703125,6.62109,SMRUCC/R#,forloop,for_loop_[35],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
281,#2022-01-23 02:34:17#,1004726,00:00:00.1004726,27.3242,33.9453,SMRUCC/R#,forloop,for_loop_[35],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
282,#2022-01-23 02:34:17#,53885,00:00:00.0053885,-32.8555,1.08984,SMRUCC/R#,forloop,for_loop_[35],Call ""gc""(),profiler.R,21
283,#2022-01-23 02:34:17#,2098,00:00:00.0002098,2.53906,3.62891,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
284,#2022-01-23 02:34:17#,414,00:00:00.0000414,2.86328,6.49219,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
285,#2022-01-23 02:34:17#,1187,00:00:00.0001187,0.0703125,6.5625,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
286,#2022-01-23 02:34:17#,43905,00:00:00.0043905,0.0703125,6.5625,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
287,#2022-01-23 02:34:17#,54248,00:00:00.0054248,0.0703125,6.5625,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
288,#2022-01-23 02:34:17#,83068,00:00:00.0083068,0.0703125,6.5625,SMRUCC/R#,forloop,for_loop_[36],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
289,#2022-01-23 02:34:17#,975565,00:00:00.0975565,27.3438,33.9062,SMRUCC/R#,forloop,for_loop_[36],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
290,#2022-01-23 02:34:17#,54029,00:00:00.0054029,-32.8203,1.08594,SMRUCC/R#,forloop,for_loop_[36],Call ""gc""(),profiler.R,21
291,#2022-01-23 02:34:17#,2039,00:00:00.0002039,2.60938,3.69531,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
292,#2022-01-23 02:34:17#,428,00:00:00.0000428,2.79297,6.48828,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
293,#2022-01-23 02:34:17#,1105,00:00:00.0001105,0.0703125,6.55859,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
294,#2022-01-23 02:34:17#,42607,00:00:00.0042607,0.0703125,6.55859,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
295,#2022-01-23 02:34:17#,52865,00:00:00.0052865,0.0703125,6.55859,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
296,#2022-01-23 02:34:17#,82926,00:00:00.0082926,0.0703125,6.55859,SMRUCC/R#,forloop,for_loop_[37],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
297,#2022-01-23 02:34:17#,919056,00:00:00.0919056,23.5039,30.0625,SMRUCC/R#,forloop,for_loop_[37],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
298,#2022-01-23 02:34:18#,71846,00:00:00.0071846,-28.9766,1.08594,SMRUCC/R#,forloop,for_loop_[37],Call ""gc""(),profiler.R,21
299,#2022-01-23 02:34:18#,82241,00:00:00.0082241,34.5117,35.5977,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
300,#2022-01-23 02:34:18#,463,00:00:00.0000463,2.82812,38.4258,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
301,#2022-01-23 02:34:18#,1133,00:00:00.0001133,0.0703125,38.4961,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
302,#2022-01-23 02:34:18#,43498,00:00:00.0043498,0.0703125,38.4961,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
303,#2022-01-23 02:34:18#,54459,00:00:00.0054459,0.0703125,38.4961,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
304,#2022-01-23 02:34:18#,166013,00:00:00.0166013,0.0703125,38.4961,SMRUCC/R#,forloop,for_loop_[38],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
305,#2022-01-23 02:34:18#,1041465,00:00:00.1041465,-4.66016,33.8359,SMRUCC/R#,forloop,for_loop_[38],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
306,#2022-01-23 02:34:18#,55878,00:00:00.0055878,-32.7461,1.08984,SMRUCC/R#,forloop,for_loop_[38],Call ""gc""(),profiler.R,21
307,#2022-01-23 02:34:18#,2089,00:00:00.0002089,2.54688,3.63672,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
308,#2022-01-23 02:34:18#,406,00:00:00.0000406,2.82812,6.46484,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
309,#2022-01-23 02:34:18#,1106,00:00:00.0001106,0.0703125,6.53516,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
310,#2022-01-23 02:34:18#,44226,00:00:00.0044226,0.0703125,6.53516,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
311,#2022-01-23 02:34:18#,55219,00:00:00.0055219,0.0703125,6.53516,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
312,#2022-01-23 02:34:18#,84854,00:00:00.0084854,0.0703125,6.53516,SMRUCC/R#,forloop,for_loop_[39],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
313,#2022-01-23 02:34:18#,976104,00:00:00.0976104,27.2148,33.75,SMRUCC/R#,forloop,for_loop_[39],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
314,#2022-01-23 02:34:18#,55003,00:00:00.0055003,-32.6641,1.08594,SMRUCC/R#,forloop,for_loop_[39],Call ""gc""(),profiler.R,21
315,#2022-01-23 02:34:18#,2029,00:00:00.0002029,2.64062,3.72656,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
316,#2022-01-23 02:34:18#,420,00:00:00.0000420,2.78125,6.50781,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
317,#2022-01-23 02:34:18#,1191,00:00:00.0001191,0.0703125,6.57812,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
318,#2022-01-23 02:34:18#,45574,00:00:00.0045574,0.0703125,6.57812,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
319,#2022-01-23 02:34:18#,56778,00:00:00.0056778,0.0703125,6.57812,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
320,#2022-01-23 02:34:18#,85068,00:00:00.0085068,0.0703125,6.57812,SMRUCC/R#,forloop,for_loop_[40],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
321,#2022-01-23 02:34:18#,918779,00:00:00.0918779,23.5273,30.1055,SMRUCC/R#,forloop,for_loop_[40],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
322,#2022-01-23 02:34:18#,61925,00:00:00.0061925,-29.0156,1.08984,SMRUCC/R#,forloop,for_loop_[40],Call ""gc""(),profiler.R,21
323,#2022-01-23 02:34:18#,82935,00:00:00.0082935,34.5156,35.6055,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
324,#2022-01-23 02:34:18#,450,00:00:00.0000450,2.875,38.4805,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
325,#2022-01-23 02:34:18#,1132,00:00:00.0001132,0.0703125,38.5508,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
326,#2022-01-23 02:34:18#,43082,00:00:00.0043082,0.0703125,38.5508,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
327,#2022-01-23 02:34:18#,54305,00:00:00.0054305,0.0703125,38.5508,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
328,#2022-01-23 02:34:18#,166543,00:00:00.0166543,0.0703125,38.5508,SMRUCC/R#,forloop,for_loop_[41],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
329,#2022-01-23 02:34:18#,1131270,00:00:00.1131270,-4.54297,34.0078,SMRUCC/R#,forloop,for_loop_[41],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
330,#2022-01-23 02:34:18#,56073,00:00:00.0056073,-32.918,1.08984,SMRUCC/R#,forloop,for_loop_[41],Call ""gc""(),profiler.R,21
331,#2022-01-23 02:34:18#,2099,00:00:00.0002099,2.54688,3.63672,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
332,#2022-01-23 02:34:18#,757,00:00:00.0000757,2.88281,6.51953,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
333,#2022-01-23 02:34:18#,1105,00:00:00.0001105,0.0703125,6.58984,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
334,#2022-01-23 02:34:18#,42786,00:00:00.0042786,0.0703125,6.58984,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
335,#2022-01-23 02:34:18#,53166,00:00:00.0053166,0.0703125,6.58984,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
