ID,Cluster,x,y
176,1,-8.53985567220393,-2.80633343300878
177,1,-8.03764220023732,-1.58739025471625
178,1,-8.09969978939832,-1.33895520089635
179,1,-7.89219867990747,-1.27678398225207
180,1,-7.74205358798596,-0.884368984614802
181,1,-8.14416649477966,-3.01144264800393
182,1,-8.23787065311208,-2.36315747481597
183,1,-8.26774477511405,-2.42990778646655
184,1,-8.85720667964545,0.645963354676076
185,1,-8.69144025542849,0.374166080098102
186,1,-8.38102524323409,-1.06334298393699
187,1,-8.86802994887901,0.427242925558806
188,1,-8.84971943720783,0.437967329952635
189,1,-8.3355895111571,-2.28319435881555
190,1,-8.18448285846466,-2.13323430067164
191,1,-8.20998961761038,-2.11443803939129
192,1,-7.95985476652048,-2.59646029650953
193,1,-8.04296613054867,-1.03771837069847
194,1,-8.08549796186851,-1.24674880025408
195,1,-9.09113394705607,-1.09196171739918
196,1,-7.87575022333447,-1.14639957741878
197,1,-7.98386676188312,-1.04248074868307
198,1,-9.07681581219524,0.353194266957762
199,1,-8.54969295266561,-1.53266987563865
200,1,-9.03649421370285,-2.45395485924767
201,1,-7.59347888332181,-2.10417676028064
202,1,-7.67185714527094,-2.07833318879956
203,1,-7.60195360560996,-1.92141793829615
204,1,-8.59617470658895,-0.943390844664864
205,1,-7.37857449781711,-2.33793591373073
206,1,-7.93342368568926,-0.618928237762722
207,1,-8.69400568931018,0.317165966285802
208,1,-8.19819468884462,-0.944105369228737
209,1,-8.14497591262708,-0.634282540392711
210,1,-7.75040077662245,-2.82129979516143
211,1,-8.89137991339368,-3.00678309321912
212,1,-8.44195796599735,-0.814409785160093
213,1,-8.43836110047279,-0.781332882341214
214,1,-9.25452321532219,-2.67909452803595
215,1,-9.027661255015,-1.35809365966934
216,1,-8.85469073511226,-1.68171003620577
217,1,-8.70416659249536,0.857085424156982
218,1,-8.70680735040362,0.853473043569834
219,1,-7.96917998233658,-2.95243719770705
220,1,-8.75124465012446,0.139374202384653
221,1,-8.69129395072353,0.150159878991031
222,1,-7.50154467216641,-1.98700046294656
223,1,-7.56195585958122,-1.95562779976079
224,1,-9.2467360523761,-2.94928688154437
225,1,-7.99273633390308,-1.51308383844701
226,1,-7.9276493589341,-1.68553172711062
227,1,-7.89422278980376,-2.88048555549655
228,1,-9.00027541652047,-0.125040939629742
229,1,-9.01586968353056,-0.157328072106868
230,1,-8.57686842581361,-1.47610312712943
231,1,-8.28566618388856,-0.922366679469903
232,1,-8.21523178161451,-0.885562333855904
233,1,-7.48047994239099,-2.28807995874185
234,1,-7.84540194579286,-0.439078727832961
235,1,-8.29559495143327,0.180683032757398
236,1,-8.1882111707138,-0.764771638426802
237,1,-8.14033115417601,-2.0884420100178
238,1,-8.00866234503662,-2.70517145873616
239,1,-8.07024462795795,-2.67372035117138
240,1,-9.17563717663805,-2.62497301527328
241,1,-7.8539570278771,-0.404184434780392
242,1,-7.81957412537729,-0.374996972883752
243,1,-9.18698787837727,-2.77586664030229
244,1,-7.63004722482839,-0.661782293673577
245,1,-7.59462296396056,-0.589459893066254
246,1,-7.34616795635587,-2.53449258774442
247,1,-8.94962312891348,-1.82271043894102
248,1,-8.89213843039989,-1.88071716770433
249,1,-8.99752997877125,-0.760853295682385
250,1,-4.429286900727,2.87621154601376
251,1,-4.86605996316216,4.10845431002442
252,1,-4.95669821225102,4.14640791337326
253,1,-8.24470458780695,-2.20345032689852
254,1,-4.38373604521554,2.90055344871392
255,1,-4.3688139923765,2.93605867117618
256,1,-9.08488437201617,1.0839250604116
257,1,-8.06899697245334,-0.397002780981219
258,1,-8.06665063276543,-0.428358805120352
259,1,-8.80384825701312,-1.93893382019495
260,1,-9.04274758243337,1.19182471613116
261,1,-4.55469177930277,2.59684926669166
262,1,-4.50972100698481,2.63599062857056
263,1,-4.27985932273665,2.97181187834143
264,1,-8.83371539145733,-1.92308910442918
265,1,-8.82687856963686,-1.91304497415941
266,1,-9.27118096890914,-3.06674455678773
267,1,-9.28275533343639,-3.06269867332104
268,1,-9.36246589097379,-3.0828157792165
269,1,-8.58702863398479,-1.44709278618132
270,1,-9.16837733260267,-2.54357216318444
271,1,-9.20793772485211,-2.51032470269228
272,1,-9.25335410870527,-2.43663375558947
273,1,-8.71284578745287,-0.626459999498694
274,1,-9.01463094378849,1.32298481456304
275,1,-8.9907389868117,1.29935726297409
276,1,-9.03738406792975,-0.539741125424127
277,1,-8.40662356594695,-2.47002589610958
278,1,-8.13147486863216,-2.58954647268471
279,1,-8.0699528300155,-2.46837931316335
280,1,-8.44639312099979,-2.37117148168199
281,1,-8.67376628606776,-1.31240171300702
282,1,-8.94912081027986,0.605917420989655
283,1,-9.02886253531023,0.415202879649067
284,1,-9.04444581141551,-0.0709527715016734
285,1,-8.01375076690624,-2.9135790558434
286,1,-8.78819592118945,-1.65856033538857
287,1,-8.87394870786171,-1.74025158987942
288,1,-7.48282669524627,-1.37977702912055
289,1,-8.12371149265178,0.117826959345622
290,1,-8.78060404375095,0.418336615864632
291,1,-8.50500903113898,-2.28455580473747
292,1,-8.77470257117027,-0.0818578253302959
293,1,-8.66449944269937,0.0640525908425426
294,1,-7.90004782129244,-2.13574947538607
295,1,-7.9119339352245,-2.04947904471827
296,1,-8.19042927915624,-1.24894600901129
297,1,-8.2398826416953,-1.26763226724819
298,1,-8.72749747575158,-1.15105824607143
299,1,-9.09930533806799,-1.94556591664248
300,1,-7.36243842724881,-1.51365689623864
301,1,-7.34763383419115,-1.55093341108181
302,1,-8.81988927245158,0.53257634379137
303,1,-8.87999964632892,0.544367892463477
304,1,-8.92029481071771,-0.87834170911156
305,1,-9.06093870361614,-0.742550840301558
306,1,-9.09880383275348,-0.895962644231801
307,1,-9.23180094227347,-2.84929382286815
308,1,-9.05314911120737,-0.855838702137753
309,1,-9.1046866107985,-0.914671995042726
310,1,-8.0852160010366,-3.00264824427532
311,1,-7.98595722224256,-3.037847524904
312,1,-9.24434559443397,-2.77043278956523
313,1,-9.19940892023369,-2.55579493349357
314,1,-8.88636430468604,0.479332076608553
315,1,-8.83396663836906,0.304213322358574
316,1,-8.31970362748043,-0.610853684245572
317,1,-8.26313531847781,-0.600196298771406
318,1,-8.63499448171398,-2.79906834580027
319,1,-7.73415618581185,-2.20152463259854
320,1,-7.47784847751815,0.0998892769873328
321,1,-7.47818836617107,0.0702454858233801
322,1,-8.37868811556284,-1.54121157790369
323,1,-8.32896233836801,0.0312700780221436
324,1,-8.40462586094937,0.0560337818291116
325,1,-8.61353456051259,-0.506071350750866
326,1,-7.59248098899583,-1.15774920002686
327,1,-7.61306259912464,-1.20050993512413
328,1,-9.08652909529843,-0.517827714576369
329,1,-8.92188100189106,-0.408057722013395
330,1,-8.89607665791049,-0.555498325495542
331,1,-7.86500116974001,-1.92126846389959
332,1,-7.80522901167529,-1.92559789804901
333,1,-7.33175575467874,-2.40233406200641
334,1,-7.32606237971778,-2.36652701411593
335,1,-9.03229868256235,-1.17060896538607
336,1,-9.02917549160652,-1.24161786252638
337,1,-8.29791454124797,-1.55123559220703
338,1,-8.39470190165954,-1.66276926662699
339,1,-7.42948578722359,-2.40527622042918
340,1,-7.37863339219203,-2.48210548507189
341,1,-8.1049057972428,-3.16626796896381
342,1,-8.02533874937552,-0.188117771484584
343,1,-8.10979692888308,-0.193440038120251
344,1,-8.37113603759014,-0.0817481876194514
345,1,-8.84909404052156,0.638426719199721
346,1,-8.92281878557495,0.389124016359876
347,1,-7.99271359658742,-0.477389517696035
348,1,-7.9555311137722,-0.449102761878493
349,1,-7.89257786064679,-0.347482013853772
350,1,-8.43536020272226,-2.53635226020971
351,1,-8.46899270068338,-2.52261264870553
352,1,-9.28937743912681,-3.00391875428609
353,1,-9.31177485802093,-2.82856327073926
354,1,-8.00315170623013,-0.753718464298111
355,1,-8.02518164390844,-0.851613769876068
356,1,-8.8541384828346,-2.92205019398152
357,1,-7.98722071756416,-2.49800369071275
358,1,-7.46510037085485,-1.38706101919875
359,1,-7.44262434479631,-1.40208606849263
360,1,-8.95614899989909,-2.61605329982964
361,1,-8.94615721198118,-2.61682710928668
362,1,-7.24700267786129,-2.41629500160383
363,1,-7.33179094589316,-2.41060744096273
364,1,-8.73226845955789,-0.947575658729507
365,1,-8.6464972087992,-0.922149055984487
366,1,-8.06739675438919,-1.3166899683789
367,1,-7.46029881179251,-1.31078046575797
368,1,-7.46805712293416,-1.14848870308965
369,1,-7.42768898935333,-2.57533326155129
370,1,-8.66646376079763,-0.885183968050332
371,1,-4.63774771102793,2.49957381336788
372,1,-4.61773045051106,2.52794474820584
373,1,-8.82872415327448,-2.04692772025076
374,1,-7.26771079562451,-1.7334035959871
375,1,-7.25230940263743,-1.72185872193702
376,1,-8.5578634749217,-1.94721504001108
377,1,-3.98629281306505,2.44088693109324
378,1,-3.91767641400348,2.58095725956328
379,1,-3.57249572716899,2.75559342793459
380,1,-2.83600805824317,2.21567795203238
381,1,-2.75573836015153,2.1684912078445
382,1,-2.76834900021125,2.15032455961843
383,1,-2.48699200183726,1.98225086637083
384,1,-4.4703265010042,2.60469886614991
385,1,-4.5323742656319,2.6143041920243
386,1,-4.24424796321141,3.01009269160506
387,1,-8.94439750464001,-1.84811042015974
388,1,-1.5574969261846,1.61790233215771
389,1,-8.91138400125191,-1.65052393048962
390,1,-9.18185583774511,-2.50283419369583
391,1,-9.10962515444344,-1.5336490326447
392,1,-8.46484058471278,-1.08484377706787
393,1,-8.49226772355959,-0.924554050661902
394,1,-8.50142740921581,-0.887074777148747
395,1,-9.10565271174631,-1.94411245812814
396,1,-9.27417444436471,-3.05970653039408
397,1,-9.33230240989443,-2.84303206543696
398,1,-8.494281367782,-2.16784611167204
399,1,-8.84470496816297,-0.102798383699082
400,1,-8.88682575939877,-0.118413021874511
401,1,-9.26464835692485,-2.66011147697793
402,1,-9.34911095024276,-2.81090024650495
403,1,-8.14986819730514,-1.71086266910755
404,1,-8.76962594595983,0.312257094706426
405,1,-8.7378356482755,0.371817140734755
406,1,-8.26211321744323,-2.29833268664681
407,1,-8.78720550886477,-1.04303520047964
408,1,-8.87104938125502,-0.959492127712125
409,1,-9.06709484020673,-1.72977673021192
410,1,-8.48899199428132,-2.14997908584605
411,1,-8.51246015329371,-2.23943549113091
412,1,-8.07438665740939,-1.45496199980666
413,1,-8.0860892440179,-1.50698064097656
414,1,-8.79813204316787,-0.910614680624137
415,1,-8.47527621957954,-0.0892524307246023
416,1,-8.38092643915528,-0.0259039068978888
417,1,-8.28479150862338,-1.2499306621865
418,1,-8.65591552211763,-0.81607545817404
419,1,-7.9966561776793,-1.7475937030176
420,1,-8.46806812662727,0.405148666657228
421,1,-8.41972503072564,0.241083364529074
422,1,-7.58802807406624,-1.19686176599077
423,1,-7.96720121765913,-3.04220972235329
424,1,-9.05263225481584,-1.06805541376974
425,1,-8.67428863206888,0.520133380500135
426,1,-8.76807760949637,0.566669127854738
427,1,-7.60570019324446,-2.60672690467835
428,1,-7.50679073117074,-2.6057124909979
429,1,-8.48881583191215,-1.67866023010728
430,1,-7.91336366813355,-3.02617547183537
431,1,-7.95996180946602,-3.08597264487691
432,1,-9.11221164875738,-3.05053394709636
433,1,-7.39720406210735,-1.58958153815177
434,1,-7.45540987762657,-1.77060179393593
435,1,-8.04669681188614,-2.17484406034556
436,1,-8.47565079576265,-0.561576524197315
437,1,-8.35042878357584,-0.536789090016782
438,1,-8.67419651543459,0.472507824617767
439,1,-7.92739963035258,-0.612867473222601
440,1,-7.51230984757236,-2.03248352772507
441,1,-8.4367033206671,-0.746810657674937
442,1,-8.44583792182226,-0.703771283764755
443,1,-8.81811506005142,-2.25395034681222
444,1,-7.86373756150401,-1.34608249428538
445,1,-7.89357428967174,-1.25321207319051
446,1,-9.0409383549021,0.418689582024134
447,1,-9.06201621585661,0.370529539470545
448,1,-9.07183320669238,-0.432665426830468
449,1,-7.96007638744761,-1.21711227111038
450,1,-7.79574267078036,-1.14842803018821
451,1,-8.42421874101263,-0.621002559578344
452,1,-8.64162275095735,-0.559399449670322
453,1,-8.48838806123062,-0.0230889490000067
454,1,-8.94582097134681,0.313850319889163
455,1,-9.09052768708422,0.477058765805268
456,1,-9.2032743608153,-3.04159632301136
457,1,-8.77301879472057,-2.36802667409105
458,1,-7.48292450315566,-2.29932851614965
459,1,-7.52521746656326,-2.35775558111877
460,1,-7.39897370268606,-2.60617149742769
461,1,-8.42326358835368,-2.88884504274057
462,1,-8.15381589325539,-1.38443904945022
463,1,-8.49482301115492,-0.0366418130451853
464,1,-8.76733067243623,0.387054158336035
465,1,-8.87307699340291,-1.68872413974216
466,1,-8.11575369094089,-2.13331390410446
467,1,-8.29731820133284,-1.71460206531694
468,1,-8.58345350257426,-1.44193176483897
469,1,-8.51263561367456,0.207889531148793
470,1,-8.52259081509616,0.125102109249864
471,1,-8.49275968611605,-2.74361720936834
472,1,-8.41687493188476,-2.60388958680338
473,1,-8.97409427220076,-0.458412848747813
474,1,-7.51962791689252,-2.261210058474
475,1,-7.43054206708081,-2.39669626399769
476,1,-8.76433354830277,-2.66066187942993
477,1,-7.97992702966415,-2.51854290897667
478,1,-7.49764230261409,-1.37908414027458
479,1,-7.44557776921061,-1.40010838044243
480,1,-7.96329636072363,-2.91823058160701
481,1,-9.00013581316237,-1.44530877677123
482,1,-8.95806852309969,-1.55014997194566
483,1,-8.87431133082705,-1.8128285276604
484,1,-8.30880675695404,-2.27985850245812
485,1,-8.204300944051,-2.23141872823936
486,1,-8.6018784857278,-0.765192462425162
487,1,-8.51014662668906,-0.799048794626825
488,1,-8.55669632950824,-2.99526145548148
489,1,-8.83510544604634,-2.95092029695376
490,1,-8.62675194469902,-0.964347745660844
491,1,-4.6637553238679,2.49771000306634
492,1,-4.59875991278771,2.53813180912443
493,1,-2.18748527404186,1.86348889167564
494,1,-7.25092765872334,-1.71634277122769
495,1,-7.24773746133309,-1.74849127474693
496,1,-9.31152884122397,-3.06776328958839
497,1,-2.37389725405739,1.94606992934409
498,1,-3.55820884491995,2.78389512560315
499,1,-3.5703286381752,2.84328441242103
500,1,-1.77059039570232,1.712688820313
501,1,-8.88458872867726,-1.65756400464927
502,1,-9.09983792915664,-0.617328962918116
503,1,-9.12023009962681,-0.587116301806251
504,1,-8.97969024657757,-2.62604372506869
505,1,-8.7739290019849,-2.26380377064544
506,1,-8.79043193117412,-2.13572086074516
507,1,-9.12626095289717,-0.706317954923767
508,1,-8.57432831046556,-1.49643660225921
509,1,-8.57652037427122,-1.67162115083363
510,1,-8.2044578737517,-2.29102044791685
511,1,-8.78669522442745,-0.0528186415706549
512,1,-8.72513288879278,0.124762976688237
513,1,-7.51174620140308,0.981706384887567
514,1,-7.64202231809754,0.847919741311675
515,1,-8.55612275725763,-2.20721634227044
516,1,-8.9925661721097,-3.03448185567626
517,1,-8.91861960262974,-3.02163237935994
518,1,-8.29366983006244,-2.32506662975821
519,1,-8.36309438839036,-2.3218035462507
520,1,-8.3302679094081,-2.0335653873646
521,1,-7.99170123307664,-1.577727544153
522,1,-8.96923936167928,-2.80637303916733
523,1,-8.97695518135819,-2.72540467213706
524,1,-8.80107441298607,0.709187800890968
525,1,-8.81618168996848,0.611672225930262
526,1,-9.02551686509359,-0.631465939799349
527,1,-8.57864198873048,-0.0831657736474941
528,1,-8.53962710668401,-0.0819068123144667
529,1,-9.03486333061247,-0.975670148160504
530,1,-9.10227978100256,-1.07112314070045
531,1,-9.11555412883301,-1.26915133222731
532,1,-7.58998863516251,-2.30093336039802
533,1,-7.76170713516748,-1.13589062103636
534,1,-8.3410432927709,-1.44765744814527
535,1,-9.0011252992236,-1.78940013942547
536,1,-7.74135479273964,-2.10377755401345
537,1,-8.13543432171526,-0.393585418789736
538,1,-8.11318859475187,-0.387047142925026
539,1,-8.31601473617474,-2.66435577042971
540,1,-8.41696178982779,-1.57974505155505
541,1,-8.49071146922512,-1.55776702481518
542,1,-9.13120204359485,0.27413545307963
543,1,-8.75912565614308,0.453617147406934
544,1,-8.773283740207,0.29046444606626
545,1,-7.73908272347242,-2.18212054826337
546,1,-7.97440405002919,0.113872550194568
547,1,-7.93809364112267,0.104875999608818
548,1,-8.81668262695897,-2.77677480746976
549,1,-8.30729968223277,-2.16068392218222
550,1,-8.99106957330955,-0.111719952791306
551,1,-8.0857791689762,-0.588800460356518
552,1,-8.12251450221356,-0.623659251797152
553,1,-8.07565261911937,-2.88999216398105
554,1,-8.09396185968233,-2.4688620553724
555,1,-8.07498876235811,-2.46721307198729
556,1,-8.30264891284864,-1.26129455551574
557,1,-7.93536767943409,-0.149949346586662
558,1,-8.00675959879986,-0.0386653770334466
559,1,-9.22582714131486,-3.02402038847299
560,1,-7.72449142842043,-2.46873936266239
561,1,-7.88867009451778,-2.07825648668288
562,1,-7.33622595062147,-2.40606442631419
563,1,-7.59138954440609,-2.12545150836079
564,1,-8.65361259091254,0.850153985397911
565,1,-8.61150176638922,0.90294861427194
566,1,-8.96897559874041,0.226749204819784
567,1,-9.09178271896041,0.426721451134836
568,1,-7.60332771258209,-0.537382547814524
569,1,-7.58094820105933,-0.734941635371388
570,1,-7.52543017536857,-2.24667780317993
571,1,-7.52173491417742,-2.2920997452133
572,1,-8.19036362922421,-2.50423567826232
573,1,-7.35180181444064,-1.61761046070675
574,1,-7.34666641718093,-1.60746134557596
575,1,-7.82199402596839,-2.20587313295795
576,1,-7.96838525290857,-1.9620957413835
577,1,-8.96878365585584,-3.03094703529966
578,1,-8.44480164761469,-1.74336913485638
579,1,-8.40403662024971,-1.702223438773
580,1,-7.78012660605218,-1.8120294384826
581,1,-7.70224454104439,-1.96948748698628
582,1,-7.68829076354661,-1.99369799340906
583,1,-8.43355847534542,-2.67424329144316
584,1,-8.71602106358933,0.0723710756636805
585,1,-8.83012412269938,-0.30267127239086
586,1,-9.01584985242308,-0.556485484034558
587,1,-8.77329899705385,-1.91129770937613
588,1,-8.28679378781964,0.209556432099828
589,1,-8.26498309164523,0.183602617593499
590,1,-8.5026562261873,-2.89174412987273
591,1,-8.72024424012792,-1.89008113913413
592,1,-8.65907170715365,-1.90105501616322
593,1,-8.72354211804002,-1.72669477963528
594,1,-8.80441173708383,-1.55449533020274
595,1,-2.14841719299591,2.41878500806244
596,1,-1.7219687204055,1.7346627887581
597,1,-2.05097470667122,1.86782283415465
598,1,-8.96966476383473,-0.84520114060142
599,1,-8.81370241147432,-1.06417578330401
600,1,-8.71446993477989,-1.61758338141384
601,1,-3.49079734871373,2.56964238478947
602,1,-3.41001805925484,2.63397608770169
603,1,-2.00122225244313,1.94046646247483
604,1,-8.98947312005633,-0.453801321421827
605,1,-9.24594557965529,-2.47912614730879
606,1,-9.07483103478619,-2.48062570436674
607,1,-8.53213409302599,-0.912248403080669
608,1,-8.42296780566596,-0.843812845193366
609,1,-9.19759705946806,-2.5440426470151
610,1,-9.22428577016062,-2.12261903790566
611,1,-9.23292105084796,-2.18767258983432
612,1,-8.85951474106139,-0.0654229355227135
613,1,-8.58744380043646,-0.1606082193408
614,1,-8.49175285162079,0.407663839034561
615,1,-8.56200817864073,0.819823903493259
616,1,-9.19343449508379,-0.871050595718474
617,1,-9.16204036581397,-0.803000042975051
618,1,-8.94862183843076,-0.312946527935141
619,1,-7.25272182877925,-1.90985388576986
620,1,-7.26210187727545,-1.87861677022818
621,1,-7.85618851419213,-2.87239048424075
622,1,-7.81628364047753,-1.7433869751786
623,1,-8.01097973968769,-1.72292261816407
624,1,-8.41906395643561,-1.69827611660242
625,1,-8.47910667227275,-2.48523483875178
626,1,-8.79252703873358,-2.0762715402806
627,1,-8.27494186015729,0.25180478632154
628,1,-8.22403539242345,0.324179258509631
629,1,-8.24829984726199,-1.37642231250874
630,1,-8.15676997135403,-1.39940720893681
631,1,-8.89947306845666,-1.83373319342078
632,1,-8.90139599277878,-1.75711118003188
633,1,-8.27184693637212,-1.56611959212069
634,1,-7.70941009518864,-2.1930145757611
635,1,-7.55459074148474,-2.57025406300931
636,1,-8.31217821404108,-2.21616318117806
637,1,-8.37214879087426,-2.37549054047859
638,1,-8.86661731045369,-2.89551232780776
639,1,-8.79831521188346,0.435275231181901
640,1,-8.80239173093167,0.403445802579419
641,1,-8.17498755703677,-0.668979872896148
