ID,Cluster,x,y
1,1,-9.32662153848396,-2.49453190750247
2,1,-9.32130612187547,-3.06615710303324
3,1,-8.9050945444808,0.839627727169617
4,1,-8.97643607907403,0.894953556294668
5,1,-8.65162361410373,-0.856613637503633
6,1,-8.65617973086397,-0.85694083020963
7,1,-8.70831964604734,-0.435618481920328
8,1,-8.80483061577782,-0.364453785097462
9,1,-8.87597251155231,-0.333408263985721
10,1,-9.16681835897707,-2.52897054059118
11,1,-8.53562367902997,-2.42371916822437
12,1,-8.54113544696799,-2.21862095410601
13,1,-8.45737574638371,-2.17718275801695
14,1,-9.05754426979299,-1.8010329902181
15,1,-8.82968622376009,0.932572569893006
16,1,-8.86730230089032,0.562471980062261
17,1,-8.23332747350764,-2.87756973769056
18,1,-8.28478296674246,-2.73800725171382
19,1,-8.71279514614483,-2.78854061386362
20,1,-8.69677516168387,-2.62166100377463
21,1,-7.34578251327268,-1.87772459512561
22,1,-7.4010039176536,-1.81553419810353
23,1,-8.21614338013322,-2.78061713752857
24,1,-7.96681908038202,-0.115489403616641
25,1,-8.05830912081421,-0.255166413811306
26,1,-8.93340396167736,-1.90288302339599
27,1,-8.77190373623212,0.238315871424211
28,1,-8.80269002597002,0.243553712576938
29,1,-8.63096115502525,-1.73850619634094
30,1,-8.25084660646285,-1.68129319896245
31,1,-7.76097496868473,-1.88878271888138
32,1,-7.72453322324764,-1.91126356552198
33,1,-9.16651499239352,-2.79115763577889
34,1,-9.32770314717175,-2.90385236578516
35,1,-7.85293520039563,-1.53461518711701
36,1,-7.37730428622474,-2.47525633717969
37,1,-7.44325687840166,-2.52601293012981
38,1,-8.78072872487566,-1.78017161411426
39,1,-8.70159359313874,-1.8482806721216
40,1,-8.72527926685791,0.188339553213572
41,1,-8.74583961878382,0.325560928739205
42,1,-8.21776771558826,-2.58050222291418
43,1,-8.13792975967234,-2.72887681230329
44,1,-7.87676417430267,-2.99248016233466
45,1,-9.02672184730369,1.05643875038059
46,1,-9.03347868451277,-0.485229537933607
47,1,-9.04039806747011,0.276790550391974
48,1,-7.73626413019299,-1.09045602435387
49,1,-7.42036578075607,-2.71226818084802
50,1,-8.98742134556408,1.26446899450461
51,1,-8.77147324170682,0.269705918892048
52,1,-8.43730208608916,-1.10184321922001
53,1,-8.44123267591593,-2.01271440559789
54,1,-8.54550800158083,-2.75997691006929
55,1,-7.41814216278703,-2.79866183765681
56,1,-8.453181386525,0.213455214477807
57,1,-8.72631478214666,0.662281339210521
58,1,-8.69145928899909,0.644278019047691
59,1,-8.70931113627275,0.833281898929676
60,1,-8.68173926977248,0.831467335219889
61,1,-8.57927316744655,-1.75251949148712
62,1,-7.97213661146089,-2.11844545631986
63,1,-8.65661126434718,0.0209173545996497
64,1,-9.11095682159291,0.302724658128593
65,1,-8.58542760726843,-1.23296064759398
66,1,-9.03162624247495,-2.48072931282549
67,1,-8.49112383536467,-1.53033068602464
68,1,-7.8043976785558,-1.9133213827306
69,1,-7.86064889690657,-2.01325578400653
70,1,-7.81870452739491,-2.21547199513352
71,1,-8.59646981864225,-1.748097141147
72,1,-8.97302396418693,0.849578693794929
73,1,-8.65856076413422,0.362277290788025
74,1,-8.08461495157526,-0.850535336422864
75,1,-7.46341384696066,-0.317312215684847
76,1,-7.5013987371798,-0.339599954568009
77,1,-8.30945503716539,-0.946656653493549
78,1,-8.33716812953287,-0.971488018391305
79,1,-8.72264611162018,-2.09809509176983
80,1,-8.69243174358225,-2.66898110654269
81,1,-8.58959897501359,-2.24201313957364
82,1,-8.47615960432722,-1.92906933389192
83,1,-8.7690688878848,-1.48140235693093
84,1,-8.68635636077197,-1.31020215119019
85,1,-7.77080065222864,-1.97901728562564
86,1,-7.82559404190832,-1.97852291244424
87,1,-8.24529000201662,-2.22936562620972
88,1,-8.51500680313695,-1.69534131970916
89,1,-7.39509524950753,-2.18195665427468
90,1,-7.3592365037527,-2.22033090782039
91,1,-8.4548147656741,-1.02483702284976
92,1,-8.83063394259228,-0.818368455531269
93,1,-8.70891806433964,-1.04436752357757
94,1,-7.57304758583189,-2.90516663543224
95,1,-7.53520803988389,-2.90181139987744
96,1,-8.63923025204669,-1.49270090408134
97,1,-8.47048885862905,-1.35471375909909
98,1,-8.50604040466507,-1.02698427755197
99,1,-8.65000313598808,-1.27269705651128
100,1,-8.78609777338788,-1.63819957999635
101,1,-8.51634859709425,-1.92934511253982
102,1,-8.4366561762052,-1.88225270406362
103,1,-7.26660639654736,-2.34377263895417
104,1,-7.28726098057304,-2.38948636646151
105,1,-8.84670542900327,-2.89320781265296
106,1,-8.82130245721754,-2.94390452979931
107,1,-7.83413383289819,-0.407050280249941
108,1,-7.85249690226133,-0.390626669391354
109,1,-8.59211973154692,-2.85389877668726
110,1,-7.63819037953389,-0.572683847579559
111,1,-7.40804316372573,-1.32559010806784
112,1,-7.34622452346139,-2.52975598176727
113,1,-7.82902792406013,-2.42105989113515
114,1,-8.74883629401871,0.859315211592728
115,1,-8.7543304473747,0.86942346414068
116,1,-8.79073279578195,-1.52595052883351
117,1,-9.28244842259232,-2.44592043262604
118,1,-8.68386370715364,-2.40317996944204
119,1,-8.86241286188857,-2.3590581209964
120,1,-8.80024020977629,-2.40176966680287
121,1,-8.60492625889446,-2.66145259051063
122,1,-8.88814618181166,-2.23181138816605
123,1,-8.16119130122317,-0.490510390914634
124,1,-8.2265380125867,-0.617294238715458
125,1,-9.25477225800243,-3.03035513640449
126,1,-9.26159983025093,-2.9370988237423
127,1,-6.76857176088563,3.63331519045728
128,1,-6.73758834329794,2.76755588997687
129,1,-7.35542207649048,1.69314315673842
130,1,-7.48366475325371,-0.366222166769599
131,1,-7.4410348407264,-0.355728756516395
132,1,-7.44529928805875,-0.389316906289454
133,1,-7.48473262827353,-0.450748930545033
134,1,-7.45798454201157,1.84473675433354
135,1,-9.35105446671211,-2.55735392815367
136,1,-9.36337400620455,-2.9523852496075
137,1,-8.06033774339628,-2.61953265890599
138,1,-8.19666495946505,-2.54326503078639
139,1,-8.5106527407479,-0.963896556646028
140,1,-8.97921474559178,1.30507439190798
141,1,-8.98705540152968,1.21842372235525
142,1,-8.85369321103567,-0.350824488773188
143,1,-7.90057008446425,-1.62888561741535
144,1,-7.84861695921577,-1.67449038754841
145,1,-9.19860469098579,-2.45234785509647
146,1,-8.24860563000223,-2.64854026134672
147,1,-8.48503374108285,-1.18538078344346
148,1,-8.54049984016221,-1.21500650169478
149,1,-7.19325905510238,-1.57950518678106
150,1,-7.19115848030182,-1.57650836833375
151,1,-8.26535318435217,-2.99012789064778
152,1,-8.08238586579377,-3.10174329149419
153,1,-8.30100893303726,-2.11371267583771
154,1,-8.0269469362943,-2.66079452602292
155,1,-8.09813441088566,-2.63624039634461
156,1,-6.08913196641875,5.32687303306379
157,1,-6.12078421582558,5.33837729600014
158,1,-9.00564640342078,-2.98003662223593
159,1,-8.54651520975202,-2.91086417724041
160,1,-8.39767018895405,0.625568912862243
161,1,-8.63159086483602,0.530120548815334
162,1,-8.82846632470542,0.910421478014204
163,1,-8.68157692650387,-2.12137490411494
164,1,-8.78310265215098,-2.05483064146927
165,1,-8.53271137398373,-1.58288813826331
166,1,-8.53860879860018,-1.52413608796788
167,1,-7.95994861568836,-2.93874211209589
168,1,-8.83240898918011,0.458137925918706
169,1,-8.89024067692661,0.50479392297883
170,1,-7.90343947163052,-1.53188776400306
171,1,-7.88298760775095,-1.37974019075005
172,1,-8.61100425333591,-2.94078759430415
173,1,-8.46268054024447,-1.92351668204722
174,1,-8.47518155599066,-1.87976141226824
175,1,-8.43396164783877,-2.87055334925137
